STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
025500,99999, 19860905,   51.1,23,   45.7,23, 9999.9, 0, 9999.9, 0,   7.4,23,  11.8,23,  21.0,  34.0,   58.1 ,  41.5 , 0.02F,999.9, 010000,
025500,99999, 19860910,   45.7,24,   41.2,24, 9999.9, 0, 9999.9, 0,   7.4,24,  15.1,24,  25.1,  44.1,   52.2 ,  42.8*, 0.09F,999.9, 010000,
025500,99999, 19860915,   43.3,24,   39.8,24, 9999.9, 0, 9999.9, 0,   6.7,24,  11.6,24,  20.0,  33.0,   52.0 ,  35.6*, 0.20F,999.9, 010000,
025500,99999, 19860920,   52.6,23,   47.1,23, 9999.9, 0, 9999.9, 0,   6.5,23,  12.6,23,  19.0,  34.0,   57.2 ,  46.6 , 0.04F,999.9, 010000,
025500,99999, 19860925,   37.2,24,   27.4,24, 9999.9, 0, 9999.9, 0,  11.2,24,   3.9,24,   9.9, 999.9,   50.5 ,  26.2 , 0.00D,999.9, 000000,
025500,99999, 19860929,   51.9,24,   41.9,24, 9999.9, 0, 9999.9, 0,   8.2,24,  14.1,24,  21.0,  35.0,   55.6 ,  41.0*, 0.01F,999.9, 010000,
025500,99999, 19861001,   53.5,24,   50.4,24, 9999.9, 0, 9999.9, 0,   6.0,24,  13.4,24,  18.1,  28.0,   58.3 ,  50.0*, 0.00C,999.9, 000000,
025500,99999, 19861005,   37.2,23,   26.3,23, 9999.9, 0, 9999.9, 0,   7.9,23,   2.5,23,   8.0, 999.9,   50.9 ,  21.0 , 0.00D,999.9, 000000,
025500,99999, 19861010,   50.9,22,   50.0,22, 9999.9, 0, 9999.9, 0,   1.9,22,  10.2,22,  15.9,  28.9,   53.6*,  45.9 , 0.03F,999.9, 010000,
025500,99999, 19861015,   51.2,24,   48.3,24, 9999.9, 0, 9999.9, 0,   2.0,24,   5.5,24,  11.1, 999.9,   57.7 ,  43.9 , 0.00E,999.9, 110000,
025500,99999, 19861020,   39.2,23,   37.1,23, 9999.9, 0, 9999.9, 0,   7.3,23,   8.2,23,  15.0,  22.0,   43.9 ,  37.4*, 0.20F,999.9, 010000,
025500,99999, 19861025,   41.2,24,   37.1,24, 9999.9, 0, 9999.9, 0,   6.2,24,   8.7,24,  15.9,  24.1,   45.1 ,  33.4 , 0.01E,999.9, 010000,
025500,99999, 19861029,   44.1,24,   42.3,24, 9999.9, 0, 9999.9, 0,   5.3,24,  11.3,24,  18.1,  34.0,   50.2*,  39.2*, 0.04E,999.9, 010000,
025500,99999, 19861101,   40.7,24,   39.2,24, 9999.9, 0, 9999.9, 0,   6.6,24,   9.0,24,  19.0,  29.9,   45.7 ,  33.8*, 0.06F,999.9, 010000,
025500,99999, 19861105,   36.3,24,   35.1,24, 9999.9, 0, 9999.9, 0,   7.5,24,   6.7,24,  11.1, 999.9,   46.4*,  24.8*, 0.08E,999.9, 010000,
025500,99999, 19861110,   42.8,24,   38.4,24, 9999.9, 0, 9999.9, 0,   6.9,24,  19.8,24,  25.1,  44.1,   48.2*,  38.7 , 0.01E,999.9, 010000,
025500,99999, 19861115,   39.1,24,   37.5,24, 9999.9, 0, 9999.9, 0,   2.2,24,   8.2,24,  14.0,  28.0,   42.8*,  36.9*, 0.00E,999.9, 010000,
025500,99999, 19861120,   32.5,23,   30.7,23, 9999.9, 0, 9999.9, 0,   6.4,23,   3.4,23,   7.0, 999.9,   35.4*,  30.2*, 0.01D,999.9, 001000,
025500,99999, 19861125,   47.0,24,   45.6,24, 9999.9, 0, 9999.9, 0,   3.2,24,  14.4,24,  20.0,  33.0,   50.0*,  39.2*, 0.16F,999.9, 010000,
025500,99999, 19861129,   43.2,24,   38.7,24, 9999.9, 0, 9999.9, 0,   8.4,24,  15.0,24,  26.0,  42.0,   46.4*,  39.2*, 0.00F,999.9, 010000,
025500,99999, 19861201,   42.9,24,   40.9,24, 9999.9, 0, 9999.9, 0,   4.3,24,  18.1,24,  28.0,  47.0,   44.6*,  39.2*, 0.00F,999.9, 010000,
025500,99999, 19861205,   45.2,24,   42.4,24, 9999.9, 0, 9999.9, 0,   5.9,24,  18.9,24,  34.0,  59.1,   48.7 ,  40.6 , 0.25F,999.9, 010000,
025500,99999, 19861210,   39.9,24,   35.6,24, 9999.9, 0, 9999.9, 0,   8.3,24,  13.0,24,  21.0,  34.0,   42.8*,  32.0*, 0.00E,999.9, 010000,
025500,99999, 19861215,   30.3,24,   29.2,24, 9999.9, 0, 9999.9, 0,   4.3,24,   7.9,24,  12.0, 999.9,   32.0*,  28.8 , 0.08F,  1.2, 011000,
025500,99999, 19861220,   17.9,24,   13.6,24, 9999.9, 0, 9999.9, 0,   3.9,24,  11.5,24,  17.1,  31.1,   23.2*,  12.2*, 0.04F,  3.5, 001000,
025500,99999, 19861225,   17.3, 8,   15.3, 8, 1019.1, 8, 9999.9, 0,   5.8, 8,   7.0, 8,  11.1, 999.9,   23.9*,   8.6 , 0.08F,  8.3, 001000,
025500,99999, 19861229,   28.8,24,   26.6,24, 9999.9, 0, 9999.9, 0,   4.2,24,  14.9,24,  21.0,  36.9,   35.6*,  17.4 , 0.28F,  7.9, 011000,
025500,99999, 19870101,   16.8,21,   15.7,21, 1012.1, 4, 9999.9, 0,   2.3,21,   3.8,21,   7.0, 999.9,   18.9*,  15.8*, 0.00D,  8.7, 100000,
025500,99999, 19870105,   20.0,24,   17.6,24, 9999.9, 0, 9999.9, 0,   3.3,24,  11.7,24,  17.1,  31.1,   25.2 ,  10.2*, 0.16E,999.9, 001000,
025500,99999, 19870110,  -10.1,24,  -13.9,24, 9999.9, 0, 9999.9, 0,   6.2,24,  12.1,24,  15.0,  27.0,   -7.6*, -13.0*, 0.00F, 12.6, 001000,
025500,99999, 19870115,   18.8,24,   17.5,24, 9999.9, 0, 9999.9, 0,   2.9,24,   6.7,24,  11.1, 999.9,   21.4 ,  12.9 , 0.02F, 14.2, 011000,
025500,99999, 19870120,   20.0,22,   18.7,22, 9999.9, 0, 9999.9, 0,   4.6,22,   8.8,22,  13.0, 999.9,   22.3 ,  17.6*, 0.00H,999.9, 011000,
025500,99999, 19870125,   30.0,24,   21.6,24, 9999.9, 0, 9999.9, 0,   6.2,24,  15.8,24,  22.0,  44.1,   36.1 ,  23.0*, 0.00E,  8.3, 011100,
025500,99999, 19870129,   -4.4,24,   -7.8,24, 9999.9, 0, 9999.9, 0,   6.9,24,   6.5,24,  14.0, 999.9,    3.2*, -12.3 , 0.01F,  7.1, 001000,
025500,99999, 19870201,   32.3,24,   31.1,24, 9999.9, 0, 9999.9, 0,   5.0,24,   6.8,24,  11.1, 999.9,   34.7 ,  26.6*, 0.00D,  7.1, 000000,
025500,99999, 19870205,   33.5,24,   31.8,24, 9999.9, 0, 9999.9, 0,   4.7,24,  17.0,24,  22.0,  35.9,   35.6*,  30.2*, 0.00E,  5.9, 010000,
025500,99999, 19870210,   30.1,24,   29.0,24, 9999.9, 0, 9999.9, 0,   1.8,24,   7.2,24,  13.0,  24.1,   32.0*,  25.7 , 0.28F,  3.5, 101000,
025500,99999, 19870215,   23.0,24,   20.5,24, 9999.9, 0, 9999.9, 0,   5.6,24,   4.7,24,   8.9, 999.9,   30.6 ,   8.6*, 0.00D,  5.9, 100000,
025500,99999, 19870220,   23.6,24,   21.8,24, 9999.9, 0, 9999.9, 0,   7.2,24,   9.3,24,  12.0, 999.9,   29.1 ,   9.7 , 0.00D,  8.3, 000000,
025500,99999, 19870225,   16.5,24,   13.2,24, 9999.9, 0, 9999.9, 0,   6.5,24,   5.2,24,   9.9, 999.9,   24.8*,   8.4 , 0.00E,  6.3, 001000,
025500,99999, 19870301,    0.0,24,   -4.8,24, 9999.9, 0, 9999.9, 0,   7.6,24,   5.2,24,  15.0, 999.9,   14.9 , -16.6*, 0.00D,999.9, 000000,
025500,99999, 19870305,   -1.6,24,   -8.6,24, 9999.9, 0, 9999.9, 0,   6.5,24,   2.5,24,   9.9, 999.9,   16.3 , -18.4*, 0.00D,  5.9, 000000,
025500,99999, 19870310,   11.2,24,    6.1,24, 9999.9, 0, 9999.9, 0,   5.1,24,   3.6,24,   9.9, 999.9,   26.6 ,  -4.7 , 0.00D,  5.5, 000000,
025500,99999, 19870315,   21.8,24,   16.0,24, 9999.9, 0, 9999.9, 0,   5.0,24,   8.4,24,  13.0, 999.9,   29.1 ,  13.8 , 0.00E,  4.7, 001000,
025500,99999, 19870320,   30.8,24,   28.6,24, 9999.9, 0, 9999.9, 0,   5.3,24,   5.5,24,  14.0,  22.0,   35.6 ,  26.6*, 0.16F, 11.8, 001000,
025500,99999, 19870325,   31.3,24,   26.7,24, 9999.9, 0, 9999.9, 0,   4.8,24,   8.1,24,  12.0, 999.9,   35.6*,  26.6*, 0.00F,  8.7, 001000,
025500,99999, 19870329,   34.6,24,   32.8,24, 9999.9, 0, 9999.9, 0,   6.5,24,  11.2,24,  22.0,  35.0,   37.4*,  33.4 , 0.08E,999.9, 011000,
025500,99999, 19870401,   36.6,24,   25.4,24, 9999.9, 0, 9999.9, 0,  10.0,24,   5.4,24,   8.9, 999.9,   48.2*,  22.5 , 0.00D,  2.0, 011000,
025500,99999, 19870405,   34.2,24,   30.2,24, 9999.9, 0, 9999.9, 0,   4.3,24,   6.6,24,  13.0, 999.9,   43.2 ,  26.6*, 0.00D,999.9, 010000,
025500,99999, 19870410,   37.5,24,   25.5,24, 9999.9, 0, 9999.9, 0,   7.8,24,   9.5,24,  14.0,  24.1,   48.2 ,  30.2*, 0.00H,999.9, 010000,
025500,99999, 19870415,   40.1,24,   37.5,24, 9999.9, 0, 9999.9, 0,   4.8,24,  12.1,24,  18.1,  28.9,   43.0 ,  34.2 , 0.00D,999.9, 000000,
025500,99999, 19870420,   37.0,24,   33.9,24, 9999.9, 0, 9999.9, 0,   5.1,24,   4.7,24,   8.0, 999.9,   39.7*,  32.0*, 0.20F,999.9, 010000,
025500,99999, 19870425,   47.7,24,   38.3,24, 9999.9, 0, 9999.9, 0,   7.3,24,   6.4,24,  12.0, 999.9,   56.3 ,  35.6*, 0.00H,999.9, 010000,
025500,99999, 19870429,   58.2,23,   37.7,23, 9999.9, 0, 9999.9, 0,   6.8,23,   9.4,23,  17.1,  28.0,   71.6 ,  39.2*, 0.00D,999.9, 000000,
025500,99999, 19870501,   55.6,24,   49.6,24, 9999.9, 0, 9999.9, 0,   4.9,24,  10.6,24,  18.1, 999.9,   63.1 ,  51.3 , 0.00D,999.9, 000000,
025500,99999, 19870505,   43.3,24,   26.6,24, 9999.9, 0, 9999.9, 0,   8.2,24,   5.3,24,  12.0, 999.9,   56.5 ,  24.6 , 0.00D,999.9, 000000,
025500,99999, 19870510,   44.8,24,   35.5,24, 9999.9, 0, 9999.9, 0,   6.8,24,  12.6,24,  20.0,  31.1,   52.5 ,  35.6*, 0.04F,999.9, 010000,
025500,99999, 19870515,   44.1,24,   32.9,24, 9999.9, 0, 9999.9, 0,   7.1,24,   4.6,24,   9.9, 999.9,   53.8 ,  27.5 , 0.00D,999.9, 100000,
025500,99999, 19870520,   42.4,24,   40.9,24, 9999.9, 0, 9999.9, 0,   4.4,24,   6.2,24,  14.0, 999.9,   46.8 ,  35.6*, 0.48F,999.9, 110000,
025500,99999, 19870525,   52.0,24,   33.6,24, 9999.9, 0, 9999.9, 0,   7.8,24,   4.9,24,   9.9,  22.0,   66.7 ,  28.4*, 0.00C,999.9, 000000,
025500,99999, 19870529,   42.4,24,   35.1,24, 9999.9, 0, 9999.9, 0,   7.7,24,   7.9,24,  15.9, 999.9,   48.2*,  34.7 , 0.00D,999.9, 010000,
025500,99999, 19870601,   45.0,24,   42.2,24, 9999.9, 0, 9999.9, 0,   5.2,24,   3.1,24,   8.0, 999.9,   53.6*,  34.5 , 0.04E,999.9, 110000,
025500,99999, 19870605,   55.0,24,   47.6,24, 9999.9, 0, 9999.9, 0,   8.6,24,   3.2,24,   7.0, 999.9,   65.3 ,  46.4*, 0.71E,999.9, 010000,
025500,99999, 19870610,   49.1,23,   41.1,23, 9999.9, 0, 9999.9, 0,   7.9,23,  12.3,23,  19.0,  26.0,   57.0 ,  41.0*, 0.00D,999.9, 000000,
025500,99999, 19870615,   49.7,24,   46.6,24, 9999.9, 0, 9999.9, 0,   6.3,24,   6.4,24,  12.0, 999.9,   53.8 ,  46.2 , 0.08E,999.9, 010000,
025500,99999, 19870620,   51.3, 8,   44.2, 8, 1008.7, 8, 9999.9, 0,  13.0, 8,   6.0, 8,   9.9, 999.9,   57.7 ,  45.9 , 0.00E,999.9, 000000,
025500,99999, 19870625,   49.5,24,   44.4,24, 1008.0, 4, 9999.9, 0,   7.9,24,  10.2,24,  17.1,  29.9,   55.4 ,  44.6*, 0.00E,999.9, 010000,
025500,99999, 19870629,   60.8,24,   51.3,24, 9999.9, 0, 9999.9, 0,   6.5,24,  10.6,24,  17.1,  28.0,   70.5 ,  51.8 , 0.00E,999.9, 010000,
025500,99999, 19870701,   56.4,24,   48.3,24, 9999.9, 0, 9999.9, 0,   8.7,24,  11.5,24,  19.0,  31.1,   65.5 ,  49.1 , 0.00D,999.9, 000000,
025500,99999, 19870705,   60.5,24,   48.7,24, 9999.9, 0, 9999.9, 0,   7.3,24,   8.2,24,  14.0,  24.1,   71.6*,  44.6*, 0.00D,999.9, 000000,
025500,99999, 19870710,   52.3,24,   47.6,24, 9999.9, 0, 9999.9, 0,   7.4,24,   7.5,24,  12.0, 999.9,   59.9 ,  46.0 , 0.09F,999.9, 010000,
025500,99999, 19870715,   56.5,23,   45.1,23, 1021.6, 4, 9999.9, 0,  12.6,23,   5.2,23,   8.9, 999.9,   70.0 ,  38.3*, 0.00C,999.9, 000000,
025500,99999, 19870720,   56.9,24,   54.9,24, 9999.9, 0, 9999.9, 0,   6.1,24,   7.8,24,  11.1, 999.9,   60.8*,  54.7 , 0.31F,999.9, 010000,
025500,99999, 19870725,   54.1,24,   47.1,24, 9999.9, 0, 9999.9, 0,   7.1,24,  12.0,24,  18.1,  24.1,   61.9 ,  48.2*, 0.00E,999.9, 011010,
025500,99999, 19870729,   53.9,24,   50.9,24, 9999.9, 0, 9999.9, 0,   6.8,24,   6.4,24,  13.0, 999.9,   61.7 ,  48.2*, 0.08E,999.9, 010000,
025500,99999, 19870801,   53.3,24,   51.0,24, 9999.9, 0, 9999.9, 0,   5.2,24,  12.0,24,  19.0,  34.0,   59.0*,  50.0*, 0.31F,999.9, 010000,
025500,99999, 19870805,   49.9,24,   45.6,24, 9999.9, 0, 9999.9, 0,   6.7,24,   2.9,24,   9.9, 999.9,   59.7 ,  38.3 , 0.00D,999.9, 100000,
025500,99999, 19870810,   49.6,24,   46.4,24, 9999.9, 0, 9999.9, 0,   7.0,24,   5.3,24,  12.0, 999.9,   53.6 ,  44.6*, 0.00C,999.9, 010000,
025500,99999, 19870815,   51.6,24,   50.0,24, 9999.9, 0, 9999.9, 0,   6.5,24,   8.3,24,  14.0,  24.1,   55.4*,  44.6*, 0.14F,999.9, 010000,
025500,99999, 19870820,   58.2,24,   51.8,24, 9999.9, 0, 9999.9, 0,   6.8,24,   3.6,24,   6.0, 999.9,   70.0 ,  47.1 , 0.00C,999.9, 000000,
025500,99999, 19870825,   51.7,24,   49.9,24, 9999.9, 0, 9999.9, 0,   4.9,24,   8.7,24,  12.0,  22.9,   54.7 ,  47.1 , 0.04F,999.9, 010000,
025500,99999, 19870829,   49.9,24,   41.3,24, 9999.9, 0, 9999.9, 0,   8.5,24,   5.7,24,  11.1, 999.9,   60.8 ,  41.0 , 0.00D,999.9, 000000,
025500,99999, 19870901,   49.9,24,   39.0,24, 9999.9, 0, 9999.9, 0,   7.8,24,   2.1,24,   5.1, 999.9,   64.4*,  32.0 , 0.00D,999.9, 000000,
025500,99999, 19870905,   56.6,24,   53.5,24, 9999.9, 0, 9999.9, 0,   5.1,24,   6.7,24,   9.9, 999.9,   62.6*,  51.8*, 0.02F,999.9, 010010,
025500,99999, 19870910,   50.1,24,   48.4,24, 9999.9, 0, 9999.9, 0,   8.2,24,   9.8,24,  20.0,  27.0,   55.6 ,  45.0 , 0.12E,999.9, 010000,
025500,99999, 19870915,   50.3,24,   47.1,24, 9999.9, 0, 9999.9, 0,   7.0,24,  11.9,24,  17.1,  28.9,   56.1 ,  44.6*, 0.35F,999.9, 010010,
025500,99999, 19870920,   44.4,24,   35.2,24, 9999.9, 0, 9999.9, 0,   8.9,24,   5.5,24,   9.9, 999.9,   55.8 ,  35.4 , 0.00D,999.9, 000000,
025500,99999, 19870925,   47.1,24,   44.7,24, 9999.9, 0, 9999.9, 0,   6.7,24,   7.2,24,  13.0,  24.1,   53.8 ,  41.0*, 0.06F,999.9, 010000,
025500,99999, 19870929,   43.2,24,   38.9,24, 9999.9, 0, 9999.9, 0,   7.3,24,   5.3,24,   9.9, 999.9,   50.2 ,  36.7 , 0.00D,999.9, 010000,
025500,99999, 19871001,   38.5,24,   33.4,24, 9999.9, 0, 9999.9, 0,   7.4,24,   1.8,24,   6.0, 999.9,   52.7 ,  26.1 , 0.00D,999.9, 000000,
025500,99999, 19871005,   46.8,24,   39.9,24, 9999.9, 0, 9999.9, 0,   4.8,24,   8.8,24,  14.0,  25.1,   57.2*,  37.2 , 0.00D,999.9, 100000,
025500,99999, 19871010,   49.0,23,   42.0,23, 9999.9, 0, 9999.9, 0,   7.4,23,  12.7,23,  19.0,  33.0,   57.2*,  41.7 , 0.00D,999.9, 000000,
025500,99999, 19871015,   48.9,23,   45.2,23, 9999.9, 0, 9999.9, 0,   4.4,23,  11.7,23,  18.1,  31.1,   53.4 ,  45.3 , 0.16E,999.9, 010000,
025500,99999, 19871020,   46.7,22,   43.4,22, 9999.9, 0, 9999.9, 0,   3.9,22,   5.4,22,   8.0, 999.9,   50.0*,  44.6*, 0.00D,999.9, 000000,
025500,99999, 19871025,   41.5,22,   37.5,22, 9999.9, 0, 9999.9, 0,   6.1,22,   6.2,22,  11.1, 999.9,   48.2*,  35.1*, 0.16E,999.9, 110000,
025500,99999, 19871029,   38.0,24,   34.9,24, 9999.9, 0, 9999.9, 0,   5.6,24,   9.0,24,  13.0,  22.9,   41.0 ,  33.8*, 0.00D,999.9, 000000,
025500,99999, 19871101,   37.9,24,   36.4,24, 1018.7, 4, 9999.9, 0,   2.3,24,   2.9,24,   5.1, 999.9,   39.9 ,  34.7 , 0.12E,999.9, 010000,
025500,99999, 19871105,   38.1,24,   36.2,24, 9999.9, 0, 9999.9, 0,   3.7,24,   5.6,24,  11.1, 999.9,   44.6*,  30.2*, 0.00D,999.9, 000000,
025500,99999, 19871110,   25.4,24,   19.5,24, 9999.9, 0, 9999.9, 0,   9.4,24,   2.5,24,   8.0, 999.9,   36.7 ,  12.2*, 0.00D,999.9, 000000,
025500,99999, 19871115,   37.5,24,   36.1,24, 1005.2, 4, 9999.9, 0,   5.3,24,   4.8,24,   7.0, 999.9,   41.0*,  32.7 , 0.02F,999.9, 010000,
025500,99999, 19871120,   37.5,24,   36.2,24, 9999.9, 0, 9999.9, 0,   6.9,24,   4.1,24,  11.1, 999.9,   42.4 ,  33.1 , 0.00D,999.9, 110000,
025500,99999, 19871125,   32.5,22,   28.3,22, 9999.9, 0, 9999.9, 0,   5.9,22,  13.4,22,  17.1,  34.0,   34.2 ,  31.5*, 0.02E,999.9, 001000,
025500,99999, 19871129,   28.3,24,   27.3,24, 9999.9, 0, 9999.9, 0,   4.1,24,   7.1,24,  12.0, 999.9,   29.1 ,  26.6*, 0.35F,999.9, 001000,
025500,99999, 19871201,   22.6,24,   21.4,24, 9999.9, 0, 9999.9, 0,   5.6,24,   2.6,24,   6.0, 999.9,   30.2*,  14.0*, 0.00D,999.9, 100000,
025500,99999, 19871205,   24.7,24,   23.8,24, 9999.9, 0, 9999.9, 0,   2.4,24,   3.3,24,   7.0, 999.9,   26.6*,  23.0 , 0.00E,  2.8, 101000,
025500,99999, 19871210,   33.9,24,   27.8,24, 9999.9, 0, 9999.9, 0,   8.4,24,  10.2,24,  21.0,  35.9,   38.3 ,  27.9 , 0.00D,  4.3, 001000,
025500,99999, 19871215,   33.2,23,   31.4,23, 9999.9, 0, 9999.9, 0,   5.8,23,  10.6,23,  19.0,  31.1,   39.2*,  18.3 , 0.00E,  3.1, 011000,
025500,99999, 19871220,   37.0,24,   36.4,24, 9999.9, 0, 9999.9, 0,   1.5,24,   7.7,24,  14.0, 999.9,   41.0*,  33.8 , 0.00H,  0.4, 110000,
025500,99999, 19871225,   31.9, 8,   30.7, 8, 1015.6, 8, 9999.9, 0,   2.7, 7,  12.0, 8,  15.9, 999.9,   36.0*,  28.4 , 0.01E,  0.8, 010000,
025500,99999, 19871229,   42.2,24,   40.7,24, 9999.9, 0, 9999.9, 0,   4.9,24,  13.6,24,  20.0,  33.0,   46.6 ,  33.1 , 0.06F,999.9, 010000,
025500,99999, 19880101,   40.5,19,   38.4,19, 9999.9, 0, 9999.9, 0,   4.9,18,  15.8,19,  19.0,  32.1,   42.8*,  36.0 , 0.12E,999.9, 010000,
025500,99999, 19880105,   35.8,24,   34.3,24, 9999.9, 0, 9999.9, 0,   5.1,24,   3.4,24,   7.0, 999.9,   38.3 ,  33.8*, 0.04E,999.9, 110000,
025500,99999, 19880110,   35.2,24,   33.7,24, 9999.9, 0, 9999.9, 0,   2.7,24,  10.5,24,  18.1,  32.1,   37.6 ,  29.8 , 0.06F,  5.9, 010000,
025500,99999, 19880115,   35.0,24,   33.0,24, 9999.9, 0, 9999.9, 0,   3.9,24,   8.1,24,  14.0, 999.9,   39.2*,  30.2*, 0.00E,999.9, 010000,
025500,99999, 19880120,   31.5,24,   30.2,24, 9999.9, 0, 9999.9, 0,   1.6,24,   9.0,24,  13.0,  22.9,   32.2*,  30.2*, 0.00D,999.9, 000000,
025500,99999, 19880125,   30.2,24,   28.7,24, 9999.9, 0, 9999.9, 0,   3.4,24,   9.5,24,  13.0,  25.1,   32.0*,  28.2 , 0.04E,  3.5, 011000,
025500,99999, 19880129,   29.0,24,   27.4,24, 9999.9, 0, 9999.9, 0,   4.0,24,  11.3,24,  18.1,  31.1,   32.7*,  26.6*, 0.08F,  3.1, 011000,
025500,99999, 19880201,   31.8,24,   30.7,24, 9999.9, 0, 9999.9, 0,   3.3,24,  11.3,24,  18.1,  33.0,   34.0 ,  26.4 , 0.08F,  8.3, 111000,
025500,99999, 19880205,   36.1,24,   34.6,24, 9999.9, 0, 9999.9, 0,   5.3,24,  10.2,24,  14.0,  25.1,   37.9 ,  33.8*, 0.22F,999.9, 011000,
025500,99999, 19880210,   33.1,24,   31.6,24, 9999.9, 0, 9999.9, 0,   4.2,24,  11.1,24,  15.0,  31.1,   35.6*,  32.0 , 0.20F,  3.5, 011000,
025500,99999, 19880215,   35.0,24,   28.5,24, 9999.9, 0, 9999.9, 0,   5.2,24,   8.0,24,  12.0,  20.0,   42.8 ,  30.2*, 0.00F,  0.8, 010000,
025500,99999, 19880220,   21.2,24,   17.0,24, 9999.9, 0, 9999.9, 0,   7.3,24,   2.8,24,   9.9, 999.9,   28.9 ,  15.1 , 0.00C,  1.2, 000000,
025500,99999, 19880225,   24.9,24,   22.9,24, 9999.9, 0, 9999.9, 0,   2.5,24,  11.3,24,  15.9,  26.0,   28.4*,  20.8 , 0.14F,  5.1, 001000,
025500,99999, 19880229,   26.0,22,   24.9,22, 9999.9, 0, 9999.9, 0,   3.3,22,  10.4,22,  15.0,  33.0,   32.2 ,  21.2*, 0.16F,  7.1, 001000,
025500,99999, 19880301,   20.9,24,   18.5,24, 9999.9, 0, 9999.9, 0,   2.6,24,  11.6,24,  15.9,  22.9,   23.2 ,  15.8*, 0.12F,  7.1, 001000,
025500,99999, 19880305,   31.5,24,   30.2,24, 9999.9, 0, 9999.9, 0,   5.7,24,   9.4,24,  13.0,  22.9,   34.7 ,  30.2*, 0.12F,  9.8, 011000,
025500,99999, 19880310,   31.5,24,   30.0,24, 9999.9, 0, 9999.9, 0,   4.1,24,  10.7,24,  15.9,  25.1,   33.8*,  26.1 , 0.10F, 10.6, 011000,
025500,99999, 19880315,   23.3,24,   18.8,24, 9999.9, 0, 9999.9, 0,   7.1,24,   5.7,24,  13.0, 999.9,   33.8*,   7.9 , 0.01E,  7.1, 101000,
025500,99999, 19880320,   32.4,24,   22.9,24, 9999.9, 0, 9999.9, 0,   6.7,24,  13.6,24,  22.0,  33.0,   37.4*,  26.6 , 0.00D, 11.8, 000000,
025500,99999, 19880325,   32.2,23,   30.9,23, 9999.9, 0, 9999.9, 0,   3.0,23,   6.7,23,  12.0, 999.9,   35.6*,  30.2 , 0.08F,  7.5, 011000,
025500,99999, 19880329,   34.0,24,   31.4,24, 9999.9, 0, 9999.9, 0,   4.6,23,   8.6,24,  13.0, 999.9,   37.4*,  32.0 , 0.02F,  8.3, 001000,
025500,99999, 19880401,   36.3,24,   35.2,24, 9999.9, 0, 9999.9, 0,   1.0,24,   1.9,24,   6.0, 999.9,   38.3 ,  33.8*, 0.08E,999.9, 110000,
025500,99999, 19880405,   39.0,24,   30.7,24, 9999.9, 0, 9999.9, 0,   5.7,24,   7.6,24,  13.0, 999.9,   50.0*,  28.9 , 0.00D,  0.8, 100000,
025500,99999, 19880410,   29.2,24,   24.5,24, 9999.9, 0, 9999.9, 0,   7.7,24,  10.2,24,  19.0,  33.0,   35.6*,  17.2 , 0.16F,999.9, 011000,
025500,99999, 19880415,   42.0,24,   24.6,24, 9999.9, 0, 9999.9, 0,   7.3,24,  13.7,24,  22.9,  35.9,   55.4*,  28.0 , 0.00D,999.9, 000000,
025500,99999, 19880420,   40.4,24,   39.0,24, 9999.9, 0, 9999.9, 0,   2.4,24,   5.8,24,  21.0,  34.0,   50.4*,  36.1 , 0.79F,999.9, 110000,
025500,99999, 19880425,   31.7,24,   17.2,24, 9999.9, 0, 9999.9, 0,   7.9,24,   6.3,24,  12.0, 999.9,   37.8 ,  26.2 , 0.02E,999.9, 001000,
025500,99999, 19880429,   42.9,24,   23.5,24, 9999.9, 0, 9999.9, 0,   7.1,24,   7.3,24,  13.0,  25.1,   57.7 ,  21.2*, 0.00D,999.9, 000000,
025500,99999, 19880501,   47.2,24,   36.7,24, 9999.9, 0, 9999.9, 0,   5.7,24,   3.5,24,  12.0, 999.9,   62.4 ,  31.6 , 0.00D,999.9, 000000,
025500,99999, 19880505,   48.0,24,   44.8,24, 9999.9, 0, 9999.9, 0,   6.1,24,   5.9,24,  15.0,  25.1,   53.8 ,  44.6*, 0.35F,999.9, 010000,
025500,99999, 19880510,   46.2,24,   25.7,24, 9999.9, 0, 9999.9, 0,   7.2,24,   9.9,24,  15.9,  27.0,   55.6 ,  37.0 , 0.00D,999.9, 000000,
025500,99999, 19880515,   53.6,24,   38.6,24, 9999.9, 0, 9999.9, 0,   7.3,24,   3.7,24,   9.9, 999.9,   69.8*,  35.6*, 0.00C,999.9, 000000,
025500,99999, 19880520,   43.4,24,   36.3,24, 9999.9, 0, 9999.9, 0,   8.0,22,   3.2,24,   8.0, 999.9,   53.6*,  27.5 , 0.08E,999.9, 010000,
025500,99999, 19880525,   55.5,24,   41.1,24, 9999.9, 0, 9999.9, 0,   9.0,24,   4.5,24,   9.9,  14.0,   68.7 ,  41.0*, 0.00D,999.9, 000000,
025500,99999, 19880529,   67.2,24,   52.2,24, 9999.9, 0, 9999.9, 0,   7.2,24,   9.1,24,  17.1,  32.1,   77.5 ,  55.4 , 0.00D,999.9, 000000,
025500,99999, 19880601,   52.6,24,   48.1,24, 9999.9, 0, 9999.9, 0,   6.9,24,   7.5,24,  12.0, 999.9,   58.3 ,  44.6*, 0.08F,999.9, 010000,
